Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A067836,Cody,Dog,Male,6,,Maltese,White,981020051462028,03/22/2023,Foster,Over the Counter,Foster,Adoption,03/22/2023,Wednesday,Wednesday
A067836,Cody,Dog,Male,6,,Maltese,White,981020051462028,06/02/2023,Foster,Over the Counter,Transfer,Rescue Group,06/02/2023,Friday,Friday
A067839,Mason,Dog,Male,5,,Akita,Black,981020051458259,03/05/2023,Stray,Over the Counter,Return to Owner,Walk-In,03/05/2023,Sunday,Sunday
A067845,Dottie,Dog,Female,,10.0,Pit Bull,Black,981020051462950,05/18/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,05/18/2023,Thursday,Thursday
A067845,Dottie,Dog,Female,,10.0,Pit Bull,Black,981020051462950,03/05/2023,Owner Surrendered,Over the Counter,Foster,Adoption,03/07/2023,Sunday,Tuesday
A067847,Dottie,Dog,Spayed Female,8,,Labrador Retriever,Black,982000357683622,03/05/2023,Stray,Animal Control,Return to Owner,Microchip,03/05/2023,Sunday,Sunday
A067849,Bella,Dog,Spayed Female,6,,Chihuahua Short Hair,White,985112002992915,03/05/2023,Stray,Over the Counter,Adoption,Walk-In,03/17/2023,Sunday,Friday
A067868,Rusty,Dog,Neutered Male,5,,Dachshund,Brown,981020051443350,03/07/2023,Stray,Over the Counter,Return to Owner,Walk-In,03/07/2023,Tuesday,Tuesday
A067868,Rusty,Dog,Neutered Male,5,,Dachshund,Brown,981020051443350,06/25/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,06/25/2023,Sunday,Sunday
A067871,Maximus,Dog,Neutered Male,11,,Great Dane,Black,981020051426342,03/07/2023,Stray,Animal Control,Return to Owner,Walk-In,03/08/2023,Tuesday,Wednesday
A067890,Boss,Dog,Neutered Male,2,,American Bully,Gray,981020051434632,03/08/2023,Owner Surrendered,OTC APPT,Foster,Adoption,03/10/2023,Wednesday,Friday
A067890,Boss,Dog,Neutered Male,2,,American Bully,Gray,981020051434632,03/20/2023,Foster,Over the Counter,Adoption,Walk-In,03/21/2023,Monday,Tuesday
A067898,Oreo,Dog,Spayed Female,,9.0,Pit Bull,Black,981020051450147,05/09/2023,Foster,Over the Counter,Adoption,Walk-In,05/09/2023,Tuesday,Tuesday
A067898,Oreo,Dog,Spayed Female,,9.0,Pit Bull,Black,981020051450147,03/08/2023,Stray,Animal Control,Foster,Adoption,03/22/2023,Wednesday,Wednesday
A067909,Arlo,Cat,Spayed Female,12,,Domestic Shorthair,Black,982126056744985,03/09/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,03/09/2023,Thursday,Thursday
A067916,,Dog,Spayed Female,2,,Yorkshire Terrier,Brown,981020051441999,03/09/2023,Stray,Over the Counter,Adoption,Walk-In,03/15/2023,Thursday,Wednesday
A067927,Tiny,Cat,Neutered Male,,7.0,Domestic Shorthair,Brown Tabby,981020051417341,03/10/2023,Stray,Animal Control,Adoption,Walk-In,03/29/2023,Friday,Wednesday
A067928,Parrot,Cat,Spayed Female,,7.0,Domestic Shorthair,White,981020051391736,03/10/2023,Stray,Animal Control,Adoption,Walk-In,04/02/2023,Friday,Sunday
A067935,Venom,Dog,Male,2,,Mastiff,Brown,981020051455673,03/10/2023,Stray,Animal Control,Return to Owner,Walk-In,03/10/2023,Friday,Friday
A067956,Fizzy,Dog,Neutered Male,9,,Maltese,White,981020051463083,03/11/2023,Confiscated,Owner Arrested,Adoption,Walk-In,03/25/2023,Saturday,Saturday
A067958,Frankie,Dog,Neutered Male,1,8.0,Beagle,Tricolor,981020051457690,03/12/2023,Owner Surrendered,OTC APPT,Foster,Adoption,03/17/2023,Sunday,Friday
A067958,Frankie,Dog,Neutered Male,1,8.0,Beagle,Tricolor,981020051457690,03/22/2023,Foster,Over the Counter,Adoption,Walk-In,03/22/2023,Wednesday,Wednesday
A067961,Libby,Dog,Female,2,,Pit Bull,Brown,,03/12/2023,Stray,Animal Control,Euthanized,Behavior Severe,03/31/2023,Sunday,Friday
A067963,Mr. Magoo,Cat,Neutered Male,6,,Domestic Shorthair,Orange Tabby,981020051465795,03/12/2023,Stray,Animal Control,Adoption,Walk-In,03/26/2023,Sunday,Sunday
A067968,Dior,Dog,Spayed Female,3,,Pit Bull,White,981020051448486,03/13/2023,Stray,Over the Counter,Adoption,Walk-In,04/16/2023,Monday,Sunday
A067971,,Other,Unknown,1,,Raccoon,Gray,,03/13/2023,Stray,Animal Control,Euthanized,Vet Clinic,03/13/2023,Monday,Monday
A067978,Bubble Wrap,Dog,Spayed Female,5,,Pit Bull,Black,981020051441937,03/14/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/29/2023,Tuesday,Saturday
A067981,Nala,Dog,Female,1,,Pit Bull,Yellow,,03/14/2023,Confiscated,Owner Death,Euthanized,Behavior Severe,04/11/2023,Tuesday,Tuesday
A067984,Sweet Pea,Cat,Spayed Female,6,,Domestic Shorthair,Calico,982000410336947,03/14/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/23/2023,Tuesday,Wednesday
A067991,Bozo,Dog,Neutered Male,4,,Beagle,Tricolor,981020051458659,03/15/2023,Stray,Over the Counter,Adoption,Walk-In,03/28/2023,Wednesday,Tuesday
A067995,Sir Nigel Blueberry,Cat,Neutered Male,1,,Domestic Shorthair,Gray,981020051432538,03/15/2023,Stray,Over the Counter,Foster,Adoption,03/24/2023,Wednesday,Friday
A067995,Sir Nigel Blueberry,Cat,Neutered Male,1,,Domestic Shorthair,Gray,981020051432538,04/27/2023,Foster,Over the Counter,Adoption,Walk-In,04/27/2023,Thursday,Thursday
A068005,Spottie Dottie,Dog,Female,1,,Pointer,Black,981020051434046,03/15/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/19/2023,Wednesday,Wednesday
A068007,Darla,Cat,Spayed Female,3,,Domestic Medium Hair,Black,,03/16/2023,Owner Surrendered,Over the Counter,Foster,Nursing,03/24/2023,Thursday,Friday
A068007,Darla,Cat,Spayed Female,3,,Domestic Medium Hair,Black,981020051989717,06/12/2023,Foster,Over the Counter,Adoption,Referral,06/12/2023,Monday,Monday
A068012,Lilly,Cat,Spayed Female,,,Domestic Medium Hair,Black,981020051437988,03/16/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,03/16/2023,Thursday,Thursday
A068012,Lilly,Cat,Spayed Female,,,Domestic Medium Hair,Black,981020051437988,04/05/2023,Foster,Over the Counter,Adoption,Walk-In,04/05/2023,Wednesday,Wednesday
A068015,Runa,Dog,Spayed Female,,9.0,Plott Hound,Brown Brindle,981020051468230,03/27/2023,Foster,Over the Counter,Adoption,Walk-In,03/27/2023,Monday,Monday
A068015,Runa,Dog,Spayed Female,,9.0,Plott Hound,Brown Brindle,981020051468230,03/16/2023,Stray,Animal Control,Foster,Adoption,03/22/2023,Thursday,Wednesday
A068025,,Bird,Male,2,,Gamefowl,Black,,03/17/2023,Stray,Animal Control,Adoption,Referral,03/25/2023,Friday,Saturday
A068035,Botan,Cat,Spayed Female,2,,Domestic Longhair,Gray,985113006634014,03/17/2023,Confiscated,Owner Arrested,Adoption,Walk-In,04/04/2023,Friday,Tuesday
A068037,String Bean,Dog,Spayed Female,3,,American Staffordshire,Chocolate,981020051433747,03/17/2023,Stray,Animal Control,Foster,M/L DOG,03/31/2023,Friday,Friday
A068037,String Bean,Dog,Spayed Female,3,,American Staffordshire,Chocolate,981020051433747,04/17/2023,Foster,Over the Counter,Euthanized,Behavior Severe,04/29/2023,Monday,Saturday
A068048,Onyx,Dog,Male,10,,Shih Tzu,Black,,03/19/2023,Stray,Over the Counter,Return to Owner,Phone Call,03/19/2023,Sunday,Sunday
A068061,Tap,Dog,Neutered Male,9,,German Shepard,Brown,981020021220757,03/20/2023,Stray,Animal Control,Return to Owner,Walk-In,03/20/2023,Monday,Monday
A068068,Benny,Dog,Neutered Male,1,,Pit Bull,Gray,981020051807399,03/20/2023,Stray,Over the Counter,Adoption,Walk-In,04/29/2023,Monday,Saturday
A068071,Petey,Dog,Neutered Male,1,,Pit Bull,White,981020051861973,03/21/2023,Stray,Animal Control,Foster,Adoption,04/14/2023,Tuesday,Friday
A068071,Petey,Dog,Neutered Male,1,,Pit Bull,White,981020051861973,04/26/2023,Foster,Over the Counter,Adoption,Walk-In,04/26/2023,Wednesday,Wednesday
A068071,Petey,Dog,Neutered Male,1,,Pit Bull,White,981020051861973,06/23/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/02/2023,Friday,Sunday
A068071,Petey,Dog,Neutered Male,1,,Pit Bull,White,981020051861973,09/28/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,09/28/2023,Thursday,Thursday
A068080,Kenmore,Cat,Male,,,Domestic Shorthair,Gray Tabby,,05/31/2023,Foster,Over the Counter,Transfer,Private Animal Shelter,05/31/2023,Wednesday,Wednesday
A068080,Kenmore,Cat,Male,,,Domestic Shorthair,Gray Tabby,,03/21/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,03/27/2023,Tuesday,Monday
A068089,Wiffet,Cat,Spayed Female,14,,Bengal,Brown Tabby,,03/22/2023,Owner Surrendered,Over the Counter,Transfer,Rescue Group,03/29/2023,Wednesday,Wednesday
A068092,Kiwi,Cat,Spayed Female,,4.0,Domestic Shorthair,Tortie,981020051434291,03/22/2023,Stray,Animal Control,Adoption,Walk-In,04/03/2023,Wednesday,Monday
A068094,,Cat,Unknown,,,Domestic Shorthair,Orange Tabby,,03/22/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,03/22/2023,Wednesday,Wednesday
A068097,,Cat,Unknown,,,Domestic Shorthair,Orange Tabby,,03/22/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,03/22/2023,Wednesday,Wednesday
A068113,Charlotte,Dog,Female,4,,German Shepard,Tan,,03/24/2023,Owner Surrendered,Over the Counter,Return to Owner,,03/25/2023,Friday,Saturday
A068125,Nala,Dog,Female,1,,Pit Bull,Gray,981020051445067,03/26/2023,Stray,Over the Counter,Return to Owner,Walk-In,04/01/2023,Sunday,Saturday
A068133,Babka,Cat,Neutered Male,,,Domestic Shorthair,Brown Tabby,,03/26/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,04/04/2023,Sunday,Tuesday
A068133,Babka,Cat,Neutered Male,,,Domestic Shorthair,Brown Tabby,,05/26/2023,Foster,Over the Counter,Foster,Illness Minor,06/05/2023,Friday,Monday
A068133,Babka,Cat,Neutered Male,,,Domestic Shorthair,Brown Tabby,981020051392953,06/16/2023,Foster,Over the Counter,Adoption,Walk-In,07/09/2023,Friday,Sunday
A068135,Bruno,Dog,Male,1,,Rottweiler,Black,981020055334156,10/23/2023,Stray,Over the Counter,Return to Owner,Phone Call,10/23/2023,Monday,Monday
A068135,Bruno,Dog,Male,1,,Rottweiler,Black,,03/26/2023,Stray,Animal Control,Return to Owner,Walk-In,03/26/2023,Sunday,Sunday
A068138,Gigi,Dog,Spayed Female,7,,Old English Bulldog,Brown,,03/26/2023,Owner Surrendered,Over the Counter,Transfer,Rescue Group,03/29/2023,Sunday,Wednesday
A068144,Meech,Dog,Male,1,,Yorkshire Terrier,Black,,03/26/2023,Confiscated,Owner Hospitalized,Return to Owner,Walk-In,03/27/2023,Sunday,Monday
A068146,,Dog,Male,2,,Pit Bull,Black,,03/26/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/07/2023,Sunday,Friday
A068147,Tonks,Cat,Spayed Female,3,,Domestic Medium Hair,Tortie,981020051458238,03/27/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/09/2023,Monday,Sunday
A068149,Cheddar,Dog,Spayed Female,5,,Chihuahua Long Hair,Tan,981020031472738,03/27/2023,Stray,Animal Control,Foster,Adoption,04/07/2023,Monday,Friday
A068149,Cheddar,Dog,Spayed Female,5,,Chihuahua Long Hair,Tan,981020031472738,04/17/2023,Foster,Over the Counter,Adoption,Walk-In,04/17/2023,Monday,Monday
A068154,Ace,Dog,Spayed Female,,8.0,Pit Bull,Black,981020051394660,03/27/2023,Confiscated,Owner Arrested,Foster,Adoption,04/08/2023,Monday,Saturday
A068154,Ace,Dog,Spayed Female,,8.0,Pit Bull,Black,981020051394660,06/05/2023,Foster,Over the Counter,Adoption,Walk-In,06/05/2023,Monday,Monday
A068156,Rocky,Dog,Male,5,,Alaskan Husky,Tricolor,981020051409910,03/27/2023,Stray,Over the Counter,Return to Owner,Walk-In,03/29/2023,Monday,Wednesday
A068160,Arthur,Other,Male,1,,Rabbit Short Hair,White,,03/27/2023,Stray,Animal Control,Adoption,Walk-In,05/20/2023,Monday,Saturday
A068162,Nitro,Cat,Neutered Male,,1.0,Domestic Shorthair,Black,,03/28/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,03/28/2023,Tuesday,Tuesday
A068162,Nitro,Cat,Neutered Male,,1.0,Domestic Shorthair,Black,981020051933018,06/13/2023,Foster,Over the Counter,Adoption,Walk-In,06/18/2023,Tuesday,Sunday
A068163,Half Calf,Cat,Neutered Male,,1.0,Domestic Shorthair,Black Smoke,981020051895898,06/13/2023,Foster,Over the Counter,Adoption,Walk-In,06/20/2023,Tuesday,Tuesday
A068163,Half Calf,Cat,Neutered Male,,1.0,Domestic Shorthair,Black Smoke,,03/28/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,03/28/2023,Tuesday,Tuesday
A068170,Honey Moo Moo,Cat,Neutered Male,,,Domestic Shorthair,White,981020051813184,03/28/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,03/28/2023,Tuesday,Tuesday
A068170,Honey Moo Moo,Cat,Neutered Male,,,Domestic Shorthair,White,981020051813184,05/10/2023,Foster,Over the Counter,Adoption,Walk-In,05/12/2023,Wednesday,Friday
A068182,Miso Soup,Dog,Neutered Male,2,,Pit Bull,Blue Brindle,981020051887861,05/03/2023,Foster,Over the Counter,Adoption,Walk-In,05/03/2023,Wednesday,Wednesday
A068182,Miso Soup,Dog,Neutered Male,2,,Pit Bull,Blue Brindle,981020051887861,03/28/2023,Stray,Animal Control,Foster,Adoption,04/16/2023,Tuesday,Sunday
A068188,Coco,Dog,Spayed Female,,,Pit Bull,Brown Brindle,985113005911306,03/28/2023,Stray,Animal Control,Return to Owner,Walk-In,03/29/2023,Tuesday,Wednesday
A068194,Keon,Other,Male,1,,Rabbit Short Hair,White,,03/29/2023,Stray,Over the Counter,Transfer,,06/03/2023,Wednesday,Saturday
A068214,Nala,Dog,Spayed Female,1,3.0,Pit Bull,Brown,982091061869147,03/30/2023,Stray,Over the Counter,Transfer,Animal Shelter,04/11/2023,Thursday,Tuesday
A068216,Sam,Cat,Male,1,,Domestic Longhair,Brown Tabby,,03/30/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/14/2023,Thursday,Friday
A068233,Bella,Cat,Spayed Female,5,,Domestic Shorthair,Dilute Calico,981020051798641,03/31/2023,Stray,Over the Counter,Foster,Adoption,09/05/2023,Friday,Tuesday
A068233,Bella,Cat,Spayed Female,5,,Domestic Shorthair,Dilute Calico,981020051798641,09/16/2023,Foster,Over the Counter,Euthanized,Illness Severe,11/04/2023,Saturday,Saturday
A068241,,Cat,Male,10,,Domestic Shorthair,Black,,03/31/2023,Stray,Over the Counter,Euthanized,Illness Severe,04/03/2023,Friday,Monday
A068257,,Cat,Female,,0.25,Domestic Shorthair,Black,,04/01/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/02/2023,Saturday,Sunday
A068257,,Cat,Female,,0.25,Domestic Shorthair,Black,,04/04/2023,Foster,Over the Counter,Transfer,Rescue Group,04/04/2023,Tuesday,Tuesday
A068258,,Cat,Male,,0.25,Domestic Shorthair,Black,,04/01/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/02/2023,Saturday,Sunday
A068258,,Cat,Male,,0.25,Domestic Shorthair,Black,,04/04/2023,Foster,Over the Counter,Transfer,Rescue Group,04/04/2023,Tuesday,Tuesday
A068266,Smoke,Dog,Male,1,6.0,Pit Bull,Blue Brindle,,04/01/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/19/2023,Saturday,Wednesday
A068278,,Dog,Male,2,,Pit Bull,Tan,,04/01/2023,Stray,Animal Control,Euthanized,Behavior Severe,04/15/2023,Saturday,Saturday
A068286,Grumpy,Cat,Male,,,Persian,Gray,000228,04/02/2023,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,04/05/2023,Sunday,Wednesday
A068288,Lucy,Dog,Spayed Female,2,,Chihuahua Short Hair,White,981020051453145,04/02/2023,Confiscated,Owner Evicted,Adoption,Walk-In,04/15/2023,Sunday,Saturday
A068296,Silk,Cat,Spayed Female,1,6.0,Domestic Longhair,Gray,981020051421304,04/04/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/11/2023,Tuesday,Tuesday
A068298,Dorothy Depot,Dog,Spayed Female,,8.0,Feist,Tricolor,,04/04/2023,Stray,Over the Counter,Missing,While In Kennel,04/07/2023,Tuesday,Friday
A068298,Dorothy Depot,Dog,Spayed Female,,8.0,Feist,Tricolor,981020051892717,05/07/2023,Foster,Over the Counter,Adoption,Walk-In,05/07/2023,Sunday,Sunday
A068298,Dorothy Depot,Dog,Spayed Female,,8.0,Feist,Tricolor,981020051892717,04/17/2023,Stray,Over the Counter,Foster,M/L DOG,04/28/2023,Monday,Friday
A068303,Bende,Dog,Male,2,,Great Pyrenees,Tan,981020051454955,04/04/2023,Stray,Animal Control,Return to Owner,Walk-In,04/05/2023,Tuesday,Wednesday
A068322,,Cat,Male,2,,Domestic Shorthair,Brown Tabby,,04/04/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,04/04/2023,Tuesday,Tuesday
A068324,Blu,Dog,Male,1,,Pit Bull,Gray,981020051458312,04/04/2023,Stray,Animal Control,Return to Owner,Walk-In,04/05/2023,Tuesday,Wednesday
A068326,Brandi,Dog,Spayed Female,7,10.0,Bloodhound,Red,982000409923978,04/05/2023,Owner Surrendered,OTC APPT,Euthanized,Heartworm Disease Severe,04/12/2023,Wednesday,Wednesday
A068336,Cloud,Cat,Neutered Male,1,,Siamese,Flame Point,981020037685490,04/06/2023,Stray,Over the Counter,Adoption,Walk-In,04/15/2023,Thursday,Saturday
A068348,Squid,Cat,Spayed Female,,0.7,Domestic Shorthair,Gray Tabby,,04/07/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/07/2023,Friday,Friday
A068348,Squid,Cat,Spayed Female,,0.7,Domestic Shorthair,Gray Tabby,981020055091796,06/20/2023,Foster,Over the Counter,Foster,Underage or Underweight,06/20/2023,Tuesday,Tuesday
A068348,Squid,Cat,Spayed Female,,0.7,Domestic Shorthair,Gray Tabby,981020055091796,07/14/2023,Foster,Over the Counter,Adoption,Walk-In,07/14/2023,Friday,Friday
A068351,Sway,Cat,Neutered Male,,0.7,Domestic Shorthair,Black Tabby,981020051469125,06/20/2023,Foster,Over the Counter,Adoption,Walk-In,07/01/2023,Tuesday,Saturday
A068351,Sway,Cat,Neutered Male,,0.7,Domestic Shorthair,Black Tabby,,04/07/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/10/2023,Friday,Monday
A068365,Balloon,Dog,Spayed Female,2,,American Bully,Brown,981020051443971,04/08/2023,Confiscated,Animal Cruelty,Adoption,Walk-In,04/20/2023,Saturday,Thursday
A068367,Sugar,Dog,Female,,8.0,Rottweiler,Black,,04/08/2023,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,04/14/2023,Saturday,Friday
A068374,Blue,Dog,Male,7,,Pit Bull,Blue,,04/09/2023,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,04/14/2023,Sunday,Friday
A068375,Kiki,Cat,Female,15,,Domestic Shorthair,Gray,,04/09/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,04/09/2023,Sunday,Sunday
A068380,Tank,Dog,Neutered Male,9,,Labrador Retriever,Yellow,900118000380765,04/09/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,04/09/2023,Sunday,Sunday
A068380,Tank,Dog,Neutered Male,9,,Labrador Retriever,Yellow,900118000380765,08/31/2023,Stray,Animal Control,Return to Owner,Walk-In,08/31/2023,Thursday,Thursday
A068380,Tank,Dog,Neutered Male,9,,Labrador Retriever,Yellow,900118000380765,06/03/2023,Stray,Animal Control,Return to Owner,Microchip,06/04/2023,Saturday,Sunday
A068385,,Cat,Male,,,Domestic Shorthair,Gray Tabby,,04/10/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/10/2023,Monday,Monday
A068385,,Cat,Male,,,Domestic Shorthair,Gray Tabby,,04/21/2023,Foster,Over the Counter,Disposal of Deceased Pet,,04/21/2023,Friday,Friday
A068387,Oswald,Cat,Male,,0.8,Domestic Shorthair,Black,,04/26/2023,Foster,Over the Counter,Euthanized,Illness Severe,04/26/2023,Wednesday,Wednesday
A068387,Oswald,Cat,Male,,0.8,Domestic Shorthair,Black,,04/10/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,04/10/2023,Monday,Monday
A068398,Loki,Cat,Neutered Male,,0.85,Domestic Shorthair,Brown Tabby,,04/10/2023,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,04/11/2023,Monday,Tuesday
A068398,Loki,Cat,Neutered Male,,0.85,Domestic Shorthair,Brown Tabby,981020051857187,05/08/2023,Foster,Over the Counter,Adoption,Walk-In,05/10/2023,Monday,Wednesday
A068401,Rex,Dog,Neutered Male,4,,Pit Bull,Brown Brindle,981020051833797,04/10/2023,Confiscated,Owner Evicted,Adoption,Walk-In,04/29/2023,Monday,Saturday
A068401,Rex,Dog,Neutered Male,4,,Pit Bull,Brown Brindle,981020051833797,04/30/2023,Return,Over the Counter,Return to Owner,Walk-In,04/30/2023,Sunday,Sunday
A068403,Freyja,Dog,Female,1,,German Shepard,Tan,,04/10/2023,Stray,Animal Control,Return to Owner,Walk-In,04/11/2023,Monday,Tuesday
A068403,Freyja,Dog,Female,1,,German Shepard,Tan,900215002629695,04/22/2023,Stray,Over the Counter,Return to Owner,Phone Call,04/23/2023,Saturday,Sunday
A068403,Freyja,Dog,Female,1,,German Shepard,Tan,900215002629695,05/03/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,05/03/2023,Wednesday,Wednesday
A068411,,Cat,Spayed Female,2,,Domestic Longhair,Tortie,981020051453345,04/11/2023,Stray,Over the Counter,Euthanized,Illness Severe,04/21/2023,Tuesday,Friday
A068415,,Dog,Male,,1.75,Great Pyrenees,White,,04/11/2023,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,04/11/2023,Tuesday,Tuesday
A068418,,Dog,Female,,1.75,Great Pyrenees,White,,04/11/2023,Owner Surrendered,Over the Counter,Transfer,Rescue Group,04/11/2023,Tuesday,Tuesday
A068431,Bella,Dog,Spayed Female,,,Chihuahua Short Hair,Brown,982000364871508,04/12/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,04/14/2023,Wednesday,Friday
A068433,Ice Pop,Dog,Neutered Male,2,,Pit Bull,Gray,981020051800339,04/12/2023,Stray,Over the Counter,Foster,Adoption,04/24/2023,Wednesday,Monday
A068440,Musketeer,Cat,Neutered Male,,1.0,Domestic Shorthair,Orange Tabby,,04/12/2023,Stray,Over the Counter,Foster,Underage or Underweight,04/12/2023,Wednesday,Wednesday
A068440,Musketeer,Cat,Neutered Male,,1.0,Domestic Shorthair,Orange Tabby,,06/02/2023,Foster,Over the Counter,Foster,,06/02/2023,Friday,Friday
A068440,Musketeer,Cat,Neutered Male,,1.0,Domestic Shorthair,Orange Tabby,981020055169525,07/08/2023,Foster,Over the Counter,Adoption,Walk-In,07/14/2023,Saturday,Friday
A068446,,Cat,Female,,,Domestic Shorthair,Gray,,04/12/2023,Stray,Over the Counter,Unassisted Death,While In Kennel,04/12/2023,Wednesday,Wednesday
